state,state_code,grid_id,latitude,longitude,value
Illinois,IL,IL_1,37.55696145846988,-83.73676709531867,26.825745515958047
Illinois,IL,IL_2,40.31541999255532,-92.63123303501119,23.25366943211942
Illinois,IL,IL_3,37.18997572443703,-92.46240530188967,22.00882570487327
Illinois,IL,IL_4,38.76933814425614,-89.98847890124644,27.76633456157937
Illinois,IL,IL_5,38.77978765524748,-85.74073051189296,26.8487525060847
Illinois,IL,IL_6,39.01642729327525,-94.69795097974598,24.284524067428293
Illinois,IL,IL_7,41.21653537518085,-78.1711776024504,24.079120495993966
Illinois,IL,IL_8,38.78433844321003,-97.0566473847724,23.455299866996707
Illinois,IL,IL_9,40.328923389666414,-92.32639442320063,21.203795918271314
Illinois,IL,IL_10,38.55384865589045,-84.77453050147109,29.41193954307444
Iowa,IA,IA_1,42.22800977317412,-89.18117755334373,23.64775763425198
Iowa,IA,IA_2,39.321536002734014,-92.21015076193895,25.44394106758186
Iowa,IA,IA_3,42.95581000460074,-94.21362233315551,27.739692045632953
Iowa,IA,IA_4,39.71171492145377,-88.01610494165342,25.612436989511203
Iowa,IA,IA_5,37.784025118629366,-84.75367665980562,23.311459544234445
Iowa,IA,IA_6,41.1284960373187,-84.97339855927635,23.354895660186443
Iowa,IA,IA_7,39.31264913045928,-90.66862647038555,24.99310605270979
Iowa,IA,IA_8,41.15479005974247,-84.91233638737909,25.12839244574522
Iowa,IA,IA_9,38.29531219908142,-93.78651162762985,22.845194285950893
Iowa,IA,IA_10,35.21950651580564,-94.74019156315975,24.51848506547023
Nebraska,NE,NE_1,36.57917302204282,-93.64410286740208,25.8952357127424
Nebraska,NE,NE_2,41.32796594734273,-78.58261318676499,24.170647035608418
Nebraska,NE,NE_3,39.326373071933084,-88.06037814634252,24.00352428753851
Nebraska,NE,NE_4,38.58647860707658,-89.20807920904578,23.121550470239626
Nebraska,NE,NE_5,40.75595845159525,-90.97664438010658,25.083426964121966
Nebraska,NE,NE_6,41.16513225688001,-86.700168717323,24.574333685746634
Nebraska,NE,NE_7,35.59890033435986,-88.0945317206314,26.07837692650109
Nebraska,NE,NE_8,37.51022186976681,-98.3960962916075,22.728841770255613
Nebraska,NE,NE_9,41.2512170695938,-90.54919037100545,25.802875351686506
Nebraska,NE,NE_10,45.215857046931525,-93.32854403752518,24.209617274886757
Minnesota,MN,MN_1,42.01256556683193,-88.71049747650464,27.409967849069886
Minnesota,MN,MN_2,39.28579508050546,-92.52367528018121,26.360159744811032
Minnesota,MN,MN_3,40.14977805187951,-93.98742456442122,25.310268792380036
Minnesota,MN,MN_4,40.832978402003384,-82.66929851442976,24.706365629593186
Minnesota,MN,MN_5,42.77360383132488,-93.70152370090182,24.453349521483066
Minnesota,MN,MN_6,38.35226667387246,-95.77196074278847,23.4337451231202
Minnesota,MN,MN_7,40.83803676686799,-96.89591614179189,28.616966553078974
Minnesota,MN,MN_8,39.34925366646677,-87.77230713176024,25.201449773003553
Minnesota,MN,MN_9,39.5576463983601,-89.55742037885102,29.224064000673938
Minnesota,MN,MN_10,40.813832117350735,-90.28421045516082,27.094364383706925
Indiana,IN,IN_1,41.59129144083186,-88.37938158130667,23.95237959254646
Indiana,IN,IN_2,38.0864072446933,-91.96415640652376,24.101595862921787
Indiana,IN,IN_3,42.41721906160868,-92.68418774461352,20.413148554312514
Indiana,IN,IN_4,34.3002925330482,-90.04691489304032,24.161180837576083
Indiana,IN,IN_5,41.67602021670994,-88.45855263202081,26.593931316031245
Indiana,IN,IN_6,38.041991853733904,-83.33063032290842,25.25856903872699
Indiana,IN,IN_7,39.0401377542277,-90.26408881947529,25.19140233524428
Indiana,IN,IN_8,41.77550596660231,-94.99339022202116,28.069736041691396
Indiana,IN,IN_9,43.41942843829531,-74.86909623690153,25.611128461680128
Indiana,IN,IN_10,41.81117390611368,-90.33875030655423,24.128333131162726
