state,state_code,grid_id,latitude,longitude,value
Illinois,IL,IL_1,39.84479798619862,-86.9804597953842,18.151216627262663
Illinois,IL,IL_2,39.09507973514735,-84.02786355252509,16.172751154813145
Illinois,IL,IL_3,38.805433406117274,-86.08033220468451,16.185019572996374
Illinois,IL,IL_4,39.001284865883946,-84.84281250097618,19.205608816743332
Illinois,IL,IL_5,35.721573583952505,-89.08446550474557,17.29288638245533
Illinois,IL,IL_6,38.3982746916499,-86.71925940641748,16.057633659145193
Illinois,IL,IL_7,37.97469051629428,-83.06174577304705,12.647580025520757
Illinois,IL,IL_8,40.51900746776645,-78.92294288072301,13.693976206293636
Illinois,IL,IL_9,38.61137854948583,-93.73472425048644,16.363835245655473
Illinois,IL,IL_10,43.48271624219006,-91.47763123810127,14.061782215612993
Iowa,IA,IA_1,40.76875860920552,-95.54775697342801,16.733137337101308
Iowa,IA,IA_2,39.785148234915845,-90.66580536909453,18.29806506869535
Iowa,IA,IA_3,39.42952687896682,-87.75968779124868,12.857124997052253
Iowa,IA,IA_4,39.438728619318525,-98.72411683756084,16.163488067941255
Iowa,IA,IA_5,40.806103215433566,-87.02719986642833,20.620450333376787
Iowa,IA,IA_6,38.66700235768367,-94.7813910770389,16.184878022464456
Iowa,IA,IA_7,39.29024764535234,-103.61850147879261,20.09684716219666
Iowa,IA,IA_8,39.534581582706224,-92.56196507079034,15.978856696981213
Iowa,IA,IA_9,41.37465128860136,-85.73284305615621,18.07230832736985
Iowa,IA,IA_10,38.36133038498735,-93.44948859021113,12.732485443073136
Nebraska,NE,NE_1,41.138188760912676,-85.60128455378947,14.4079602524559
Nebraska,NE,NE_2,40.09104358669213,-86.1890285337779,17.63034639654693
Nebraska,NE,NE_3,35.32178260686815,-95.06034503624338,11.575730956582692
Nebraska,NE,NE_4,42.64784238136676,-93.71999583510306,14.34486471507246
Nebraska,NE,NE_5,40.27198392171509,-80.59801518732756,15.314625061591109
Nebraska,NE,NE_6,37.977953925226835,-86.19562162360472,12.721252286864356
Nebraska,NE,NE_7,44.28729525843441,-91.93136653996828,17.61332774393091
Nebraska,NE,NE_8,37.314922076555106,-92.72451571405465,11.141522204068178
Nebraska,NE,NE_9,40.89977917443747,-90.45178481758278,15.384528860734621
Nebraska,NE,NE_10,38.64713653354037,-92.28681466756684,18.47171701648
Minnesota,MN,MN_1,39.60528337696136,-101.73385049724052,14.663235449039991
Minnesota,MN,MN_2,38.277274870341515,-89.13591352562429,12.602801844285455
Minnesota,MN,MN_3,39.54256415346333,-89.44224881628443,14.516577620494726
Minnesota,MN,MN_4,39.527052201671445,-77.24277845165726,16.596649620591254
Minnesota,MN,MN_5,36.453507627392455,-90.6701190677234,16.378266911281504
Minnesota,MN,MN_6,40.181821156817,-84.67789505423309,16.416215643933164
Minnesota,MN,MN_7,41.58911383582962,-93.24031989053591,18.392180158513984
Minnesota,MN,MN_8,39.40273677945878,-94.76792367923306,15.861202583513114
Minnesota,MN,MN_9,40.8221179624415,-83.46931606217908,19.30671430655676
Minnesota,MN,MN_10,41.829816800040255,-91.5616417849918,16.74324290062494
Indiana,IN,IN_1,41.655585511682524,-86.2839993008992,10.944786232942544
Indiana,IN,IN_2,37.35066511114219,-84.63556961722115,16.249168666487872
Indiana,IN,IN_3,40.09043398831772,-92.88904900814107,15.545895265522475
Indiana,IN,IN_4,40.24103924938462,-75.30406751107081,14.051759497720006
Indiana,IN,IN_5,37.71957373123346,-87.49209967064225,18.48050950304198
Indiana,IN,IN_6,43.21453882443044,-81.88257222057567,15.35846499927478
Indiana,IN,IN_7,39.221970109152515,-88.73387803947729,15.44337247951541
Indiana,IN,IN_8,35.00083151405013,-85.23697733169026,16.336810688310187
Indiana,IN,IN_9,40.16124351652771,-90.4710490612651,15.541289094934719
Indiana,IN,IN_10,39.129837731201725,-94.12451618051136,17.354270244386434
