state,state_code,grid_id,latitude,longitude,value
Illinois,IL,IL_1,39.01339984426785,-96.31760616269816,82.21502767138841
Illinois,IL,IL_2,39.41649368875532,-93.85333540073773,84.47030014411628
Illinois,IL,IL_3,38.9586008044817,-88.12774503834666,80.97568618291251
Illinois,IL,IL_4,41.48780818238123,-82.36357101054232,96.624909291262
Illinois,IL,IL_5,39.38376451865547,-98.0693392139653,92.24515329616398
Illinois,IL,IL_6,40.926289490559604,-85.70103842227178,74.05712210734194
Illinois,IL,IL_7,41.62034319106775,-94.02292056002752,89.43911794400316
Illinois,IL,IL_8,37.129167543417,-89.43061736810628,81.9507563540297
Illinois,IL,IL_9,37.69222213171706,-92.49876741529474,95.33811573774165
Illinois,IL,IL_10,41.99122255519988,-87.28251769456146,92.29754520515907
Iowa,IA,IA_1,40.11722584740231,-100.8254488722904,79.42381737436884
Iowa,IA,IA_2,37.23839167787048,-85.0749956357983,73.16464409765832
Iowa,IA,IA_3,39.54315043653484,-91.81156301497253,80.96147169313551
Iowa,IA,IA_4,37.10769774795138,-83.75880388997315,77.63098623177481
Iowa,IA,IA_5,45.22388470325499,-91.88393058670204,93.34570372259756
Iowa,IA,IA_6,40.23388861368,-87.79097284075526,80.14252401012307
Iowa,IA,IA_7,41.85215453470284,-87.83860772659163,84.75676568597909
Iowa,IA,IA_8,43.99766418091098,-96.87859410513005,86.36237623106275
Iowa,IA,IA_9,37.04993822748717,-86.31281570414306,87.19238767638105
Iowa,IA,IA_10,39.94639013471605,-93.07284996068536,115.04848030835913
Nebraska,NE,NE_1,35.26849344297909,-89.36875341399688,94.74745616569717
Nebraska,NE,NE_2,37.186096863321325,-88.47484464552274,93.43064591948325
Nebraska,NE,NE_3,42.35880081357885,-86.77142316772454,80.20096409438118
Nebraska,NE,NE_4,37.53526906447001,-87.93921213457578,91.65523896955067
Nebraska,NE,NE_5,39.21952210306791,-97.212873446707,96.21009168869513
Nebraska,NE,NE_6,39.25090434106907,-92.88915922379367,95.25429781636844
Nebraska,NE,NE_7,34.67793519619632,-86.03177422968763,86.34585977006824
Nebraska,NE,NE_8,38.228700111633145,-91.62317487790742,85.03106650829858
Nebraska,NE,NE_9,39.23850447951543,-90.78633476078674,80.71059279504581
Nebraska,NE,NE_10,41.59408820605568,-90.66033310514337,78.0986720597605
Minnesota,MN,MN_1,39.818053207336426,-85.47827041315175,82.4857299372004
Minnesota,MN,MN_2,39.92210260255009,-88.66618163975865,73.31869584146429
Minnesota,MN,MN_3,39.19177334190671,-90.62044547625841,78.1115452122841
Minnesota,MN,MN_4,38.334754944313744,-83.50263145559263,82.22236842679402
Minnesota,MN,MN_5,40.49203833898267,-87.92847914108552,70.323493581869
Minnesota,MN,MN_6,41.99385014917352,-90.9754777701654,74.1852867279704
Minnesota,MN,MN_7,38.763118514021315,-88.07912425705852,98.65384279954398
Minnesota,MN,MN_8,37.9842634261689,-94.50590930500317,93.07501644850247
Minnesota,MN,MN_9,39.27299490625606,-88.46254709825513,80.14360184697433
Minnesota,MN,MN_10,42.35651780694535,-94.06676022808239,89.2220579840744
Indiana,IN,IN_1,45.191277223167276,-93.91263607280263,82.71644949839379
Indiana,IN,IN_2,41.56270666371639,-85.19872890164802,95.74917846406541
Indiana,IN,IN_3,40.809606790103686,-89.25801225101979,92.50346171006811
Indiana,IN,IN_4,42.31437294862202,-90.10684872438121,93.48392728067712
Indiana,IN,IN_5,37.12529985154069,-88.0934685042332,95.84837813769639
Indiana,IN,IN_6,43.1358413526183,-87.14641864344696,89.77295888479068
Indiana,IN,IN_7,43.78162254111449,-89.87625984172357,98.2917583738364
Indiana,IN,IN_8,39.36632660892407,-77.23223411879923,98.86477377441736
Indiana,IN,IN_9,40.28746434785461,-88.59376099457121,71.13330615909972
Indiana,IN,IN_10,40.55887565935173,-89.67874180533695,108.01656701404303
