state,state_code,grid_id,latitude,longitude,value
Illinois,IL,IL_1,39.351043941787935,-89.31531985100318,12.173716835755247
Illinois,IL,IL_2,40.51956242626274,-86.29168175521227,11.832344747453917
Illinois,IL,IL_3,38.867163777084116,-86.48127421547339,14.251568874571149
Illinois,IL,IL_4,39.9545315638034,-89.78221248536548,15.17821037658026
Illinois,IL,IL_5,40.44339902200258,-92.19161879187891,9.77224644382261
Illinois,IL,IL_6,37.678188233074245,-84.60334422137188,12.147757895955891
Illinois,IL,IL_7,42.6933702651891,-85.55209939207606,13.50470311111876
Illinois,IL,IL_8,40.12454856880777,-93.9934507637157,13.64194716563311
Illinois,IL,IL_9,43.05461373097022,-80.72467291603337,16.374123359307195
Illinois,IL,IL_10,41.09924119334576,-91.10444804500428,14.468908255882427
Iowa,IA,IA_1,43.09294545160679,-93.2869464261623,14.786962849048011
Iowa,IA,IA_2,42.37823745562683,-83.73181528893618,9.918290744752314
Iowa,IA,IA_3,39.13420563933245,-80.36848563909604,12.480682550822632
Iowa,IA,IA_4,40.30742491937037,-93.85816415351245,13.365970490975593
Iowa,IA,IA_5,39.260561283599735,-87.94910275111253,11.410208373571901
Iowa,IA,IA_6,41.241341664148635,-98.50871072345745,17.114630684823975
Iowa,IA,IA_7,41.3092567119644,-86.74777642577614,13.435915072890989
Iowa,IA,IA_8,41.66010866309798,-90.04081643408476,15.506069729268532
Iowa,IA,IA_9,40.914638992538045,-81.79757578869457,12.500316491199058
Iowa,IA,IA_10,38.8501267912622,-87.23229787325153,17.18695101909973
Nebraska,NE,NE_1,40.946334273578096,-85.37320575126812,13.20812816273927
Nebraska,NE,NE_2,40.62502642184595,-86.41863017847042,12.899082109633246
Nebraska,NE,NE_3,40.86388445728841,-104.50876015122806,11.37024871048488
Nebraska,NE,NE_4,39.535867108043774,-96.11544534724467,13.00323358213823
Nebraska,NE,NE_5,40.142867068146415,-96.43132888106072,11.081134166219202
Nebraska,NE,NE_6,41.1509068264619,-87.81358669882535,9.993353105249657
Nebraska,NE,NE_7,38.96273566561088,-102.96653411949005,12.387887522692097
Nebraska,NE,NE_8,40.57782591090448,-85.79326686584604,12.801762624821327
Nebraska,NE,NE_9,37.25395144579372,-94.69140979828518,12.013228492061067
Nebraska,NE,NE_10,41.851697094642944,-90.74310033872645,12.400521229142829
Minnesota,MN,MN_1,41.1113414673143,-94.67284024670822,15.996938192791635
Minnesota,MN,MN_2,38.7302962490711,-91.18266451312361,12.591217213610715
Minnesota,MN,MN_3,39.67542351564472,-87.7864569022392,12.757164696073628
Minnesota,MN,MN_4,38.99994154755875,-90.52806943067172,10.384016538868234
Minnesota,MN,MN_5,39.069960542329326,-91.20287403690169,12.495799909191321
Minnesota,MN,MN_6,39.68923124630288,-89.09521000307186,13.935813643918628
Minnesota,MN,MN_7,38.24120820379327,-90.38908137208753,13.319289606128606
Minnesota,MN,MN_8,39.416963486764075,-89.41958151170306,14.712784716529866
Minnesota,MN,MN_9,38.544220148268884,-83.82252793027007,14.433998622819812
Minnesota,MN,MN_10,41.46797146231695,-96.49410839089808,15.322882708545805
Indiana,IN,IN_1,41.33041411039023,-87.26212565592098,13.288303181683304
Indiana,IN,IN_2,41.30732046821144,-91.59940136142424,13.13984902374349
Indiana,IN,IN_3,40.96309656861342,-89.17565708861875,12.04157375008092
Indiana,IN,IN_4,41.79971972896331,-93.2872502156788,8.515871737686775
Indiana,IN,IN_5,39.16251422136021,-89.11190019851642,13.926705610310385
Indiana,IN,IN_6,40.34085911810358,-85.90526240419506,13.712594492304508
Indiana,IN,IN_7,39.658510546257396,-95.14172268322568,10.699755422414896
Indiana,IN,IN_8,39.174791514871345,-99.65098396179306,13.386014267579842
Indiana,IN,IN_9,39.77182340800219,-91.44209721347575,11.350429151401451
Indiana,IN,IN_10,39.33393848275157,-90.07748862286175,12.513546875183485
